20250203 203300;6001.57;6003.89;6001.57;6003.81;0
20250203 203400;6003.84;6006.1;6003.59;6005.75;0
20250203 203500;6006.02;6007.07;6005.25;6006.22;0
20250203 203600;6006.09;6006.12;6003.66;6006.01;0
20250203 203700;6006.33;6006.62;6005.19;6006.28;0
20250203 203800;6006.26;6009.38;6006.26;6009.1;0
20250203 203900;6009.23;6009.6;6007.88;6008.02;0
20250203 204000;6008.06;6008.06;6005.84;6005.84;0
20250203 204100;6005.81;6007.72;6005.8;6005.86;0
20250203 204200;6005.85;6005.86;6002.81;6002.81;0
20250203 204300;6002.99;6003.06;6001.5;6001.5;0
20250203 204400;6001.46;6002.8;6000.67;6002.73;0
20250203 204500;6002.55;6002.88;6001.81;6002.25;0
20250203 204600;6002.24;6003.07;6000.86;6002.76;0
20250203 204700;6002.93;6002.93;5999.94;6000.09;0
20250203 204800;5999.87;6001.15;5998.76;6000.57;0
20250203 204900;6000.78;6001.92;6000.16;6001.48;0
20250203 205000;6001.48;6004.12;6000.31;6004.12;0
20250203 205100;6003.83;6006.71;6003.06;6003.42;0
20250203 205200;6003.12;6004.05;6001.43;6001.93;0
20250203 205300;6002.06;6003.83;6001.89;6003.34;0
20250203 205400;6003.45;6005.49;6002.85;6005.18;0
20250203 205500;6005.11;6005.11;6001.39;6001.78;0
20250203 205600;6001.67;6001.67;5998.59;5998.71;0
20250203 205700;5998.67;5998.67;5995.96;5996.37;0
20250203 205800;5996.23;5998.99;5996;5997.97;0
20250203 205900;5997.76;5999.75;5997.01;5998.68;0
20250203 210000;5998.98;5999.63;5993.15;5995.08;0
20250203 210100;5994.89;5995.03;5994.63;5994.63;0
20250203 210200;5994.63;5994.63;5994.57;5994.57;0
20250203 210300;5994.57;5994.57;5994.57;5994.57;0
20250203 210400;5994.57;5994.57;5994.57;5994.57;0
20250203 210500;5994.57;5994.57;5994.57;5994.57;0
20250203 210600;5994.57;5994.57;5994.57;5994.57;0
20250203 210700;5994.57;5994.57;5994.57;5994.57;0
20250203 210800;5994.57;5994.57;5994.57;5994.57;0
20250203 210900;5994.57;5994.57;5994.57;5994.57;0
20250203 211000;5994.57;5994.57;5994.57;5994.57;0
20250203 211100;5994.57;5994.57;5994.57;5994.57;0
20250203 211200;5994.57;5994.57;5994.57;5994.57;0
20250203 211300;5994.57;5994.57;5994.57;5994.57;0
20250203 211400;5994.57;5994.57;5994.57;5994.57;0
20250203 211500;5994.57;5994.57;5994.57;5994.57;0
20250203 211600;5994.57;5994.57;5994.57;5994.57;0
20250203 211700;5994.57;5994.57;5994.57;5994.57;0
20250203 211800;5994.57;5994.57;5994.57;5994.57;0
20250203 211900;5994.57;5994.57;5994.57;5994.57;0
20250203 212000;5994.57;5994.57;5994.57;5994.57;0
20250203 212100;5994.57;5994.57;5994.57;5994.57;0
20250203 215400;5994.57;5994.57;5994.57;5994.57;0
20250204 143100;5998.14;5998.14;5992.92;5994.38;0
20250204 143200;5994;5995.11;5990.87;5991.11;0
20250204 143300;5991.55;5998.79;5991.18;5998.02;0
20250204 143400;5998.24;6001.15;5998.05;5999.11;0
20250204 143500;5999.29;6000.55;5998.44;5999.43;0
20250204 143600;5998.76;6000.02;5997;5999.96;0
20250204 143700;6000.46;6000.93;5997.91;5999.16;0
20250204 143800;5999.27;6000.24;5998.43;5998.62;0
20250204 143900;5999.28;6003.08;5998.66;6002.52;0
20250204 144000;6002.82;6004.53;6001.57;6001.93;0
20250204 144100;6001.88;6001.97;5999.01;6000.22;0
20250204 144200;6000.1;6000.54;5998.63;5999.21;0
20250204 144300;5999.49;6003.98;5997.47;6003.78;0
20250204 144400;6003.6;6005.19;6003;6004.35;0
20250204 144500;6004.12;6004.37;6001.38;6001.65;0
20250204 144600;6001.5;6003.09;6000.88;6000.88;0
20250204 144700;6000.47;6001.64;5998.4;6000.55;0
20250204 144800;6000.56;6001.05;5999.02;5999.05;0
20250204 144900;5999.26;6000.97;5999.12;5999.46;0
20250204 145000;5999.27;6001.92;5999.18;6001.86;0
20250204 145100;6001.91;6004.75;6001.6;6001.79;0
20250204 145200;6001.86;6002.73;5999.72;6002.73;0
20250204 145300;6002.67;6004.9;6002.58;6004.9;0
20250204 145400;6005.32;6007.79;6005.29;6007.4;0
20250204 145500;6007.48;6009.05;6007.48;6008.88;0
20250204 145600;6008.89;6010.49;6008.77;6008.77;0
20250204 145700;6008.83;6010.16;6008.12;6009.79;0
20250204 145800;6009.82;6010.94;6009.47;6009.95;0
20250204 145900;6009.93;6010.68;6007.63;6010.6;0
20250204 150000;6010.7;6011.35;6008.75;6009.1;0
20250204 150100;6009.53;6017.75;6009.53;6015.08;0
20250204 150200;6014.82;6014.82;6012.58;6014.82;0
20250204 150300;6014.88;6016.4;6014.02;6015.75;0
20250204 150400;6015.55;6016.47;6015.03;6015.23;0
20250204 150500;6015.56;6018.29;6015.05;6018.29;0
20250204 150600;6018.24;6020.18;6017;6018.85;0
20250204 150700;6018.9;6019.39;6016.79;6017.52;0
20250204 150800;6017.57;6021.39;6017.13;6021.39;0
20250204 150900;6021.34;6023.09;6020.82;6023.01;0
